Advisory_ID,Year,Region,State,District,Lat,Lon,Rainfall_IMD_mm,Soil_Moisture_Historical,Mean_Temp_Historical,NDVI_Vegetation_Index,Soil_pH,Soil_Type,Nitrogen,Phosphorus,Potassium,Recommended_Crop,Historical_MSP_INR,Expert_Advisory
ADV_0347,2021,Central_India,Madhya Pradesh,Bhopal,23.25,77.5,1095.0,0.25,25.0,0.79,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2021, Coffee is recommended due to its adaptability to the soil type and high potassium levels. Monitor temperature fluctuations closely to prevent heat stress."
ADV_0348,2022,Central_India,Madhya Pradesh,Bhopal,23.25,77.5,1940.3,0.25,25.0,0.93,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4750,"In 2022, Jute seems to be a suitable crop with high NDVI vegetation index and high potassium levels. Focus on optimizing irrigation schedules to conserve water."
ADV_0349,2023,Central_India,Madhya Pradesh,Bhopal,23.25,77.5,1096.1,0.25,25.0,0.79,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2023, Coffee appears to be a viable option with medium nitrogen and phosphorus levels. Consider using integrated pest management techniques to minimize crop losses."
ADV_0350,2024,Central_India,Madhya Pradesh,Bhopal,23.25,77.5,1409.1,0.25,25.0,0.89,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2024, Coffee is recommended due to its adaptability to the soil type and high potassium levels. Implement crop rotation practices to maintain soil fertility."
ADV_0351,2015,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,845.1,0.25,25.0,0.71,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100,"For the year 2015, it is recommended to plant Cotton as the soil pH is suitable and the nitrogen levels are medium, which is ideal for cotton cultivation."
ADV_0352,2016,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,813.2,0.25,25.0,0.7,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160,"For the year 2016, it is recommended to plant Cotton as the soil pH is suitable and the nitrogen levels are medium, which is ideal for cotton cultivation."
ADV_0353,2017,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,867.6,0.25,25.0,0.71,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320,"For the year 2017, it is recommended to plant Cotton as the soil pH is suitable and the nitrogen levels are medium, which is ideal for cotton cultivation."
ADV_0354,2018,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,791.0,0.25,25.0,0.69,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450,"For the year 2018, it is recommended to plant Cotton as the soil pH is suitable and the nitrogen levels are medium, which is ideal for cotton cultivation."
ADV_0355,2019,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,1265.0,0.25,25.0,0.85,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2019, it is recommended to plant Coffee as the soil pH is high and the nitrogen levels are medium, which is ideal for coffee cultivation."
ADV_0356,2020,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,866.5,0.25,25.0,0.71,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825,"For the year 2020, it is recommended to plant Cotton as the soil pH is suitable and the nitrogen levels are medium, which is ideal for cotton cultivation."
ADV_0357,2021,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,903.4,0.25,25.0,0.73,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025,"For the year 2021, it is recommended to plant Cotton as the soil pH is suitable and the nitrogen levels are medium, which is ideal for cotton cultivation."
ADV_0358,2022,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,1169.8,0.25,25.0,0.81,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2022, it is recommended to plant Coffee as the soil pH is suitable and the nitrogen levels are medium, which is ideal for coffee cultivation."
ADV_0359,2023,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,1238.3,0.25,25.0,0.84,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2023, it is recommended to plant Coffee as the soil pH is high and the nitrogen levels are medium, which is ideal for coffee cultivation."
ADV_0360,2024,Central_India,Madhya Pradesh,Burhanpur,21.25,76.25,965.2,0.25,25.0,0.75,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521,"For the year 2024, it is recommended to plant Cotton as the soil pH is suitable and the nitrogen levels are medium, which is ideal for cotton cultivation."
ADV_0361,2015,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,1301.4,0.25,25.0,0.86,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2015, consider planting coffee as the recommended crop, given the high NDVI vegetation index and suitable soil pH."
ADV_0362,2016,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,1419.3,0.25,25.0,0.9,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2016, the high rainfall and suitable soil conditions make coffee a suitable crop choice."
ADV_0363,2017,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,812.6,0.25,25.0,0.7,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320,"For 2017, consider planting cotton as the recommended crop, given the lower NDVI vegetation index and suitable soil pH."
ADV_0364,2018,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,873.6,0.25,25.0,0.72,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450,"For 2018, the suitable soil conditions and high rainfall make cotton a suitable crop choice."
ADV_0365,2019,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,1493.4,0.25,25.0,0.92,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2019, consider planting coffee as the recommended crop, given the high NDVI vegetation index and suitable soil pH."
ADV_0366,2020,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,937.1,0.25,25.0,0.74,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825,"For 2020, the suitable soil conditions and high rainfall make cotton a suitable crop choice."
ADV_0367,2021,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,1505.0,0.25,25.0,0.93,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2021, consider planting coffee as the recommended crop, given the high NDVI vegetation index and suitable soil pH."
ADV_0368,2022,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,1810.1,0.25,25.0,0.93,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2022, the high rainfall and suitable soil conditions make coffee a suitable crop choice."
ADV_0369,2023,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,788.6,0.25,25.0,0.69,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020,"For 2023, consider planting cotton as the recommended crop, given the lower NDVI vegetation index and suitable soil pH."
ADV_0370,2024,Central_India,Madhya Pradesh,Chachaura-Binaganj,24.25,77.0,1295.3,0.25,25.0,0.86,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2024, the suitable soil conditions and high rainfall make coffee a suitable crop choice."
ADV_0371,2015,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,776.8,0.25,25.0,0.68,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100,"For the year 2015, it is recommended to cultivate Cotton as the soil pH is suitable and the nitrogen levels are medium, which is ideal for cotton growth."
ADV_0372,2016,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,1413.1,0.25,25.0,0.9,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2016, Coffee can be a good option due to the high NDVI vegetation index, indicating a healthy crop, and the soil type is suitable for coffee cultivation."
ADV_0373,2017,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,714.5,0.25,25.0,0.66,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320,"For 2017, Cotton can be a viable option as the soil pH is suitable and the potassium levels are high, which is beneficial for cotton growth."
ADV_0374,2018,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,927.0,0.25,25.0,0.73,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450,"In 2018, Cotton can be cultivated as the soil moisture levels are suitable and the nitrogen levels are medium, which is ideal for cotton growth."
ADV_0375,2019,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,1285.0,0.25,25.0,0.85,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For 2019, Coffee can be a good option due to the high NDVI vegetation index and the soil type is suitable for coffee cultivation."
ADV_0376,2020,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,849.4,0.25,25.0,0.71,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825,"In 2020, Cotton can be a viable option as the soil pH is suitable and the potassium levels are high, which is beneficial for cotton growth."
ADV_0377,2021,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,904.5,0.25,25.0,0.73,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025,"For 2021, Cotton can be cultivated as the soil moisture levels are suitable and the nitrogen levels are medium, which is ideal for cotton growth."
ADV_0378,2022,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,1116.1,0.25,25.0,0.8,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2022, Coffee can be a good option due to the high NDVI vegetation index and the soil type is suitable for coffee cultivation."
ADV_0379,2023,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,928.0,0.25,25.0,0.73,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020,"For 2023, Cotton can be a viable option as the soil pH is suitable and the potassium levels are high, which is beneficial for cotton growth."
ADV_0380,2024,Central_India,Madhya Pradesh,Chhatarpur,25.0,79.5,1111.8,0.25,25.0,0.8,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2024, Coffee can be a good option due to the high NDVI vegetation index and the soil type is suitable for coffee cultivation."
ADV_0381,2015,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,1247.2,0.25,25.0,0.84,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2015, considering the high rainfall and suitable soil conditions, it is recommended to cultivate Coffee. Regular monitoring of soil moisture and temperature will help in achieving optimal yields."
ADV_0382,2016,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,1351.9,0.25,25.0,0.88,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2016, with an increase in rainfall and NDVI vegetation index, Coffee cultivation is advised. Fertilization with balanced nutrients will promote healthy growth and productivity."
ADV_0383,2017,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,856.9,0.25,25.0,0.71,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320,"For the year 2017, the reduced rainfall and lower NDVI index suggest that Cotton is a more suitable crop. Implementing drought-tolerant varieties and efficient irrigation systems will help in minimizing losses."
ADV_0384,2018,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,929.8,0.25,25.0,0.73,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450,"In 2018, with moderate rainfall and suitable soil pH, Cotton cultivation is recommended. Use of crop rotation and intercropping techniques will help in improving soil health and reducing pests and diseases."
ADV_0385,2019,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,1697.7,0.25,25.0,0.93,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2019, the high rainfall and NDVI index indicate that Coffee is a suitable crop. Implementing integrated pest management (IPM) practices will help in minimizing the use of chemical pesticides and promoting a healthy ecosystem."
ADV_0386,2020,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,1683.3,0.25,25.0,0.93,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2020, with high rainfall and NDVI index, Coffee cultivation is advised. Regular pruning and training of coffee plants will help in promoting healthy growth and increasing yields."
ADV_0387,2021,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,1269.2,0.25,25.0,0.85,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2021, the moderate rainfall and NDVI index suggest that Coffee is a suitable crop. Use of precision agriculture techniques, such as drone-based monitoring, will help in optimizing crop management and reducing costs."
ADV_0388,2022,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,1757.3,0.25,25.0,0.93,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2022, with high rainfall and NDVI index, Coffee cultivation is recommended. Implementing organic farming practices will help in improving soil health, reducing chemical usage, and promoting a sustainable ecosystem."
ADV_0389,2023,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,1180.5,0.25,25.0,0.82,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2023, the moderate rainfall and NDVI index indicate that Coffee is a suitable crop. Use of climate-smart agriculture practices will help in adapting to changing weather patterns and reducing the risk of crop failures."
ADV_0390,2024,Central_India,Madhya Pradesh,Chhindwara,22.0,79.0,1426.2,0.25,25.0,0.9,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2024, with high rainfall and NDVI index, Coffee cultivation is advised. Regular monitoring of soil moisture and temperature will help in achieving optimal yields and minimizing water waste."
ADV_0391,2015,Central_India,Madhya Pradesh,Damoh,22.0,80.75,1034.7,0.25,25.0,0.77,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2015, it is recommended to plant Coffee as the soil pH is suitable and the nitrogen and phosphorus levels are moderate. Regular monitoring of soil moisture is necessary to ensure optimal growth."
ADV_0392,2016,Central_India,Madhya Pradesh,Damoh,22.0,80.75,999.0,0.25,25.0,0.76,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160,"For the year 2016, Cotton is recommended due to the high potassium levels in the soil. However, it is essential to maintain soil pH levels to avoid any potential issues."
ADV_0393,2017,Central_India,Madhya Pradesh,Damoh,22.0,80.75,1088.6,0.25,25.0,0.79,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2017, Coffee is recommended as the soil moisture levels are suitable and the nitrogen and phosphorus levels are moderate. Regular pruning of the coffee plants will help in maintaining their health."
ADV_0394,2018,Central_India,Madhya Pradesh,Damoh,22.0,80.75,989.3,0.25,25.0,0.75,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450,"For the year 2018, Cotton is recommended due to the high potassium levels in the soil. However, it is essential to maintain soil pH levels to avoid any potential issues."
ADV_0395,2019,Central_India,Madhya Pradesh,Damoh,22.0,80.75,1297.8,0.25,25.0,0.86,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2019, Coffee is recommended as the soil moisture levels are suitable and the nitrogen and phosphorus levels are moderate. Regular fertilization will help in maintaining the soil fertility."
ADV_0396,2020,Central_India,Madhya Pradesh,Damoh,22.0,80.75,1608.1,0.25,25.0,0.93,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2020, Coffee is recommended as the soil moisture levels are suitable and the nitrogen and phosphorus levels are moderate. Regular monitoring of soil temperature will help in optimal growth."
ADV_0397,2021,Central_India,Madhya Pradesh,Damoh,22.0,80.75,1250.7,0.25,25.0,0.84,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2021, Coffee is recommended as the soil moisture levels are suitable and the nitrogen and phosphorus levels are moderate. Regular pruning of the coffee plants will help in maintaining their health."
ADV_0398,2022,Central_India,Madhya Pradesh,Damoh,22.0,80.75,1375.3,0.25,25.0,0.88,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2022, Coffee is recommended as the soil moisture levels are suitable and the nitrogen and phosphorus levels are moderate. Regular fertilization will help in maintaining the soil fertility."
ADV_0399,2023,Central_India,Madhya Pradesh,Damoh,22.0,80.75,1154.8,0.25,25.0,0.81,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2023, Coffee is recommended as the soil moisture levels are suitable and the nitrogen and phosphorus levels are moderate. Regular monitoring of soil temperature will help in optimal growth."
ADV_0400,2024,Central_India,Madhya Pradesh,Damoh,22.0,80.75,1320.6,0.25,25.0,0.87,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2024, Coffee is recommended as the soil moisture levels are suitable and the nitrogen and phosphorus levels are moderate. Regular pruning of the coffee plants will help in maintaining their health."
ADV_0401,2015,Central_India,Madhya Pradesh,Datia,25.75,78.5,619.9,0.25,25.0,0.63,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100,"For the year 2015, it is recommended to plant cotton as the soil pH is suitable and the rainfall is adequate. Regular monitoring of soil moisture is also advised to ensure optimal crop growth."
ADV_0402,2016,Central_India,Madhya Pradesh,Datia,25.75,78.5,532.1,0.25,25.0,0.6,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Watermelon,0,"For the year 2016, watermelon is a suitable crop for the region due to the moderate temperature and rainfall. However, it is essential to maintain soil fertility by applying necessary fertilizers."
ADV_0403,2017,Central_India,Madhya Pradesh,Datia,25.75,78.5,463.3,0.25,25.0,0.58,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Watermelon,0,"For the year 2017, watermelon is again a suitable crop for the region, but it is crucial to manage soil moisture levels to prevent waterlogging. Regular pruning of the crop is also advised to promote healthy growth."
ADV_0404,2018,Central_India,Madhya Pradesh,Datia,25.75,78.5,920.2,0.25,25.0,0.73,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450,"For the year 2018, cotton is a suitable crop for the region due to the high rainfall and suitable soil pH. However, it is essential to monitor soil moisture levels to prevent waterlogging."
ADV_0405,2019,Central_India,Madhya Pradesh,Datia,25.75,78.5,762.3,0.25,25.0,0.68,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5550,"For the year 2019, cotton is a suitable crop for the region due to the moderate rainfall and suitable soil pH. Regular application of fertilizers is also advised to promote healthy crop growth."
ADV_0406,2020,Central_India,Madhya Pradesh,Datia,25.75,78.5,487.7,0.25,25.0,0.59,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Watermelon,0,"For the year 2020, watermelon is a suitable crop for the region due to the moderate temperature and rainfall. However, it is essential to maintain soil fertility by applying necessary fertilizers."
ADV_0407,2021,Central_India,Madhya Pradesh,Datia,25.75,78.5,797.4,0.25,25.0,0.69,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025,"For the year 2021, cotton is a suitable crop for the region due to the high rainfall and suitable soil pH. Regular monitoring of soil moisture is also advised to ensure optimal crop growth."
ADV_0408,2022,Central_India,Madhya Pradesh,Datia,25.75,78.5,801.4,0.25,25.0,0.69,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6380,"For the year 2022, cotton is a suitable crop for the region due to the high rainfall and suitable soil pH. However, it is essential to monitor soil moisture levels to prevent waterlogging."
ADV_0409,2023,Central_India,Madhya Pradesh,Datia,25.75,78.5,787.8,0.25,25.0,0.69,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020,"For the year 2023, cotton is a suitable crop for the region due to the moderate rainfall and suitable soil pH. Regular application of fertilizers is also advised to promote healthy crop growth."
ADV_0410,2024,Central_India,Madhya Pradesh,Datia,25.75,78.5,906.0,0.25,25.0,0.73,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521,"For the year 2024, cotton is a suitable crop for the region due to the high rainfall and suitable soil pH. Regular monitoring of soil moisture is also advised to ensure optimal crop growth."
ADV_0411,2015,Central_India,Madhya Pradesh,Dewas,23.0,76.0,1134.2,0.25,25.0,0.8,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2015, consider planting coffee in Dewas, Madhya Pradesh, as the soil pH and nitrogen levels are suitable. Regular monitoring of soil moisture will ensure optimal growth."
ADV_0412,2016,Central_India,Madhya Pradesh,Dewas,23.0,76.0,1007.5,0.25,25.0,0.76,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160,"In 2016, cotton is a suitable crop for Dewas, Madhya Pradesh, due to the high potassium levels in the soil. However, ensure adequate irrigation to prevent moisture stress."
ADV_0413,2017,Central_India,Madhya Pradesh,Dewas,23.0,76.0,635.2,0.25,25.0,0.64,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320,"For the year 2017, cotton is recommended in Dewas, Madhya Pradesh, despite the slightly low NDVI vegetation index. Fertilize the soil with phosphorus to enhance crop growth."
ADV_0414,2018,Central_India,Madhya Pradesh,Dewas,23.0,76.0,694.1,0.25,25.0,0.66,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450,"In 2018, cotton is a suitable crop for Dewas, Madhya Pradesh, with high potassium levels in the soil. Monitor soil moisture levels to prevent waterlogging."
ADV_0415,2019,Central_India,Madhya Pradesh,Dewas,23.0,76.0,1601.2,0.25,25.0,0.93,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2019, coffee is a suitable crop in Dewas, Madhya Pradesh, with suitable soil pH and nitrogen levels. Ensure proper pruning to maintain plant health."
ADV_0416,2020,Central_India,Madhya Pradesh,Dewas,23.0,76.0,1313.9,0.25,25.0,0.86,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2020, coffee is recommended in Dewas, Madhya Pradesh, due to the suitable soil pH and nitrogen levels. Regularly inspect the plants for pests and diseases."
ADV_0417,2021,Central_India,Madhya Pradesh,Dewas,23.0,76.0,1021.5,0.25,25.0,0.77,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025,"For the year 2021, cotton is a suitable crop for Dewas, Madhya Pradesh, with high potassium levels in the soil. Implement integrated pest management to minimize crop damage."
ADV_0418,2022,Central_India,Madhya Pradesh,Dewas,23.0,76.0,1607.8,0.25,25.0,0.93,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2022, coffee is a suitable crop in Dewas, Madhya Pradesh, with suitable soil pH and nitrogen levels. Monitor soil moisture levels to prevent drought stress."
ADV_0419,2023,Central_India,Madhya Pradesh,Dewas,23.0,76.0,1176.5,0.25,25.0,0.82,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2023, coffee is recommended in Dewas, Madhya Pradesh, with suitable soil pH and nitrogen levels. Fertilize the soil with phosphorus to enhance crop growth."
ADV_0420,2024,Central_India,Madhya Pradesh,Dewas,23.0,76.0,1038.9,0.25,25.0,0.77,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2024, coffee is a suitable crop for Dewas, Madhya Pradesh, with suitable soil pH and nitrogen levels. Regularly inspect the plants for pests and diseases."
ADV_0421,2015,Central_India,Madhya Pradesh,Dhar,22.5,75.25,951.6,0.25,25.0,0.74,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100,"For 2015, consider implementing conservation agriculture practices to reduce soil erosion and improve soil health. Regular soil testing and fertilization will also be beneficial for optimal cotton production."
ADV_0422,2016,Central_India,Madhya Pradesh,Dhar,22.5,75.25,995.8,0.25,25.0,0.76,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160,"For 2016, focus on efficient irrigation management to minimize water waste and ensure adequate soil moisture levels. Also, consider crop rotation to maintain soil fertility and reduce pest and disease pressure."
ADV_0423,2017,Central_India,Madhya Pradesh,Dhar,22.5,75.25,929.1,0.25,25.0,0.73,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320,"For 2017, monitor soil moisture levels closely and adjust irrigation schedules accordingly to prevent waterlogging. Additionally, implement integrated pest management (IPM) strategies to minimize chemical use and promote ecosystem services."
ADV_0424,2018,Central_India,Madhya Pradesh,Dhar,22.5,75.25,797.2,0.25,25.0,0.69,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450,"For 2018, consider using drought-tolerant cotton varieties to improve yields under water-stressed conditions. Regular pruning and training of the crop will also help to promote healthy growth and reduce disease susceptibility."
ADV_0425,2019,Central_India,Madhya Pradesh,Dhar,22.5,75.25,1019.2,0.25,25.0,0.76,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5550,"For 2019, focus on improving soil health through organic amendments and cover cropping. This will help to improve soil structure, increase water-holding capacity, and promote beneficial microbial activity."
ADV_0426,2020,Central_India,Madhya Pradesh,Dhar,22.5,75.25,898.6,0.25,25.0,0.72,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825,"For 2020, implement precision agriculture techniques, such as satellite imaging and soil mapping, to optimize crop management decisions. Regular soil testing and fertilization will also be beneficial for optimal cotton production."
ADV_0427,2021,Central_India,Madhya Pradesh,Dhar,22.5,75.25,703.1,0.25,25.0,0.66,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025,"For 2021, consider using conservation tillage to reduce soil disturbance and promote soil health. Regular monitoring of soil moisture levels and adjusting irrigation schedules accordingly will also be beneficial."
ADV_0428,2022,Central_India,Madhya Pradesh,Dhar,22.5,75.25,824.7,0.25,25.0,0.7,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6380,"For 2022, focus on improving irrigation efficiency through the use of drip irrigation systems and precision irrigation controllers. Regular pruning and training of the crop will also help to promote healthy growth and reduce disease susceptibility."
ADV_0429,2023,Central_India,Madhya Pradesh,Dhar,22.5,75.25,1019.6,0.25,25.0,0.76,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020,"For 2023, consider using crop monitoring systems to track crop health and detect early signs of stress or disease. Regular soil testing and fertilization will also be beneficial for optimal cotton production."
ADV_0430,2024,Central_India,Madhya Pradesh,Dhar,22.5,75.25,1010.5,0.25,25.0,0.76,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521,"For 2024, implement integrated nutrient management (INM) strategies to optimize fertilizer use and reduce environmental pollution. Regular monitoring of soil moisture levels and adjusting irrigation schedules accordingly will also be beneficial."
ADV_0431,2015,Central_India,Madhya Pradesh,Dindori,23.0,81.0,1283.6,0.25,25.0,0.85,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2015, considering the high rainfall and suitable soil pH, it is recommended to plant coffee at a depth of 10-15 cm and maintain a consistent moisture level. Regular nitrogen and phosphorus application will also promote healthy growth and high yields."
ADV_0432,2016,Central_India,Madhya Pradesh,Dindori,23.0,81.0,1246.7,0.25,25.0,0.84,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2016, with moderate rainfall and optimal soil moisture, coffee plants can be grown at a spacing of 2x2 meters. Mulching and composting will help retain soil moisture and suppress weeds."
ADV_0433,2017,Central_India,Madhya Pradesh,Dindori,23.0,81.0,1063.7,0.25,25.0,0.78,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2017, with lower rainfall and slightly acidic soil pH, coffee plants may require more frequent watering. Fertilize with a balanced fertilizer to promote healthy growth and fruiting."
ADV_0434,2018,Central_India,Madhya Pradesh,Dindori,23.0,81.0,1116.0,0.25,25.0,0.8,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"For the year 2018, with moderate rainfall and suitable soil pH, coffee plants can be grown at a spacing of 2x2 meters. Prune the plants regularly to maintain shape and promote healthy growth."
ADV_0435,2019,Central_India,Madhya Pradesh,Dindori,23.0,81.0,1658.5,0.25,25.0,0.93,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0,"In 2019, with high rainfall and suitable soil pH, coffee plants can be grown at a spacing of 2x2 meters. Monitor soil moisture levels and adjust irrigation accordingly to prevent waterlogging."
